,Virus,Virus Sample,Host genome,Host Sample,Host Domain,Host Phylum,Host Class,Host Order,Host Family,Host Genus,Confidence score,Main method,Additional methods
3973,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,CRr3G3H3I__bin_102,CRr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,90.1,iPHoP-RF,None
3974,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003134815.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,90.1,iPHoP-RF,None
3975,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_003166055.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,90.1,iPHoP-RF,None
3976,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_021790995.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,90.1,iPHoP-RF,None
3977,MGr2D2E2F_vRhyme_unbinned_94,MGr2D2E2F,GB_GCA_021805025.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,90.1,iPHoP-RF,None
3978,MGr2D2E2F_vRhyme_unbinned_95,MGr2D2E2F,MGr2D2E2F__bin_25,MGr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Fen-330,91.5,blast,iPHoP-RF;56.80
3979,MGr2D2E2F_vRhyme_unbinned_95,MGr2D2E2F,MGr1A1B1C__bin_88,MGr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Fen-330,91.1,blast,iPHoP-RF;51.70
3980,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,CRr1A1B1C__bin_103,CRr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,96.1,iPHoP-RF,None
3981,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,CRr2D2E2F__bin_94,CRr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,96.1,iPHoP-RF,blast;94.10
3982,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,CRr3G3H3I__bin_135,CRr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,96.1,iPHoP-RF,None
3983,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,MGr1A1B1C__bin_112,MGr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,96.1,iPHoP-RF,None
3984,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,MHr1A1B1C__bin_43,MHr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,96.1,iPHoP-RF,blast;93.30
3985,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,BAr1A1B1C__bin_8,BAr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.7,iPHoP-RF,None
3986,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,BOr1A1B1C__bin_60,BOr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,iPHoP-RF,blast;92.70
3987,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,BOr2D2E2F__bin_46,BOr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,iPHoP-RF,blast;92.70
3988,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,LASAr3G3H3I__bin_32,LASAr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,iPHoP-RF,None
3989,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,LASCr2D2E2F__bin_51,LASCr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,iPHoP-RF,None
3990,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,MHr3G3H3I__bin_4,MHr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,iPHoP-RF,None
3991,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,SEr2D2E2F__bin_135,SEr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,iPHoP-RF,blast;92.70
3992,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,SEr3G3H3I__bin_174,SEr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.4,iPHoP-RF,blast;92.70
3993,MGr2D2E2F_vRhyme_unbinned_96,MGr2D2E2F,GB_GCA_003165235.1,iPHoP_db,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,91.8,blast,None
3994,MGr3G3H3I_vRhyme_bin_1,MGr3G3H3I,RS_GCF_003182195.1,iPHoP_db,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,96.8,blast,None
3995,MGr3G3H3I_vRhyme_bin_11,MGr3G3H3I,GB_GCA_903908555.1,iPHoP_db,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,95.3,blast,None
3996,MGr3G3H3I_vRhyme_bin_11,MGr3G3H3I,MGr2D2E2F__bin_127,MGr2D2E2F,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,94.5,blast,iPHoP-RF;91.80
3997,MGr3G3H3I_vRhyme_bin_11,MGr3G3H3I,MGr1A1B1C__bin_16,MGr1A1B1C,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,93.4,iPHoP-RF,blast;90.80
3998,MGr3G3H3I_vRhyme_bin_11,MGr3G3H3I,GB_GCA_903939765.1,iPHoP_db,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,93.2,blast,None
3999,MGr3G3H3I_vRhyme_bin_11,MGr3G3H3I,MHr1A1B1C__bin_112,MHr1A1B1C,Bacteria,Desulfobacterota,Desulfobaccia,Desulfobaccales,0-14-0-80-60-11,0-14-0-80-60-11,90.9,blast,iPHoP-RF;89.80
4000,MGr3G3H3I_vRhyme_bin_11,MGr3G3H3I,GB_GCA_903824295.1,iPHoP_db,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,90.4,blast,None
4001,MGr3G3H3I_vRhyme_bin_13,MGr3G3H3I,MGr1A1B1C__bin_131,MGr1A1B1C,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,FEN-987,95.2,blast,iPHoP-RF;85.40
4002,MGr3G3H3I_vRhyme_bin_13,MGr3G3H3I,MGr2D2E2F__bin_104,MGr2D2E2F,Archaea,Thermoproteota,Bathyarchaeia,40CM-2-53-6,FEN-987,FEN-987,94.3,blast,iPHoP-RF;85.40
4003,MGr3G3H3I_vRhyme_bin_14,MGr3G3H3I,CRr2D2E2F__bin_90,CRr2D2E2F,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,PRDV01,92.9,blast,None
4004,MGr3G3H3I_vRhyme_bin_14,MGr3G3H3I,SEr2D2E2F__bin_57,SEr2D2E2F,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,PRDV01,92.7,blast,None
4005,MGr3G3H3I_vRhyme_bin_15,MGr3G3H3I,MGr2D2E2F__bin_63,MGr2D2E2F,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,94.2,blast,iPHoP-RF;77.50
4006,MGr3G3H3I_vRhyme_bin_15,MGr3G3H3I,GB_GCA_003165195.1,iPHoP_db,Archaea,Thermoproteota,Bathyarchaeia,B26-1,UBA233,PALSA-986,93.0,blast,iPHoP-RF;66.80
4007,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.1,blast,None
4008,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,GB_GCA_003135495.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.0,blast,iPHoP-RF;59.20
4009,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.9,blast,None
4010,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,SEr2D2E2F__bin_144,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.9,blast,None
4011,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,MGr2D2E2F__bin_128,MGr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.6,blast,None
4012,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,BAr2D2E2F__bin_5,BAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,94.3,blast,None
4013,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,BAr2D2E2F__bin_57,BAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.8,blast,None
4014,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,BOr3G3H3I__bin_20,BOr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.5,blast,None
4015,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,GB_GCA_003138955.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.3,blast,None
4016,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,LASAr3G3H3I__bin_113,LASAr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.2,blast,None
4017,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,LAWAr2D2E2F__bin_48,LAWAr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,93.2,blast,None
4018,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,GB_GCA_003139995.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.7,blast,None
4019,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,GB_GCA_003168235.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.6,blast,None
4020,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,MHr2D2E2F__bin_7,MHr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.6,blast,None
4021,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,MGr3G3H3I__bin_48,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.3,blast,None
4022,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,GB_GCA_003132325.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.2,blast,None
4023,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,GB_GCA_003165615.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,UBA7540,UBA7540,Bog-366,91.2,blast,None
4024,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,GB_GCA_020073215.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.0,blast,None
4025,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,MHr3G3H3I__bin_20,MHr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.9,blast,None
4026,MGr3G3H3I_vRhyme_bin_5,MGr3G3H3I,MHr2D2E2F__bin_92,MHr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.7,blast,None
4027,MGr3G3H3I_vRhyme_unbinned_1,MGr3G3H3I,CRr1A1B1C__bin_11,CRr1A1B1C,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,94.9,blast,None
4028,MGr3G3H3I_vRhyme_unbinned_1,MGr3G3H3I,CRr3G3H3I__bin_62,CRr3G3H3I,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,94.8,blast,None
4029,MGr3G3H3I_vRhyme_unbinned_1,MGr3G3H3I,MHr1A1B1C__bin_120,MHr1A1B1C,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,94.3,blast,None
4030,MGr3G3H3I_vRhyme_unbinned_1,MGr3G3H3I,LASAr3G3H3I__bin_48,LASAr3G3H3I,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,92.1,blast,None
4031,MGr3G3H3I_vRhyme_unbinned_1,MGr3G3H3I,LASCr2D2E2F__bin_37,LASCr2D2E2F,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,,90.1,blast,None
4032,MGr3G3H3I_vRhyme_unbinned_100,MGr3G3H3I,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.8,blast,iPHoP-RF;64.80
4033,MGr3G3H3I_vRhyme_unbinned_100,MGr3G3H3I,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.8,blast,iPHoP-RF;71.70
4034,MGr3G3H3I_vRhyme_unbinned_100,MGr3G3H3I,SEr2D2E2F__bin_144,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.2,blast,iPHoP-RF;57.30
4035,MGr3G3H3I_vRhyme_unbinned_100,MGr3G3H3I,MGr3G3H3I__bin_55,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,95.0,blast,iPHoP-RF;59.80
4036,MGr3G3H3I_vRhyme_unbinned_100,MGr3G3H3I,LASAr3G3H3I__bin_118,LASAr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.7,blast,iPHoP-RF;84.80
4037,MGr3G3H3I_vRhyme_unbinned_100,MGr3G3H3I,CRr1A1B1C__bin_118,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.0,blast,iPHoP-RF;51.20
4038,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,GB_GCA_001665255.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,95.4,iPHoP-RF,None
4039,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,GB_GCA_019749805.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,95.1,iPHoP-RF,None
4040,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,GB_GCA_021154745.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,94.7,iPHoP-RF,None
4041,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,RS_GCF_002553505.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,94.1,iPHoP-RF,None
4042,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,GB_GCA_010726765.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.4,iPHoP-RF,None
4043,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,RS_GCF_010728925.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,93.1,iPHoP-RF,None
4044,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,RS_GCF_001668615.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,92.4,iPHoP-RF,None
4045,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,RS_GCF_003201655.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,92.4,iPHoP-RF,None
4046,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,RS_GCF_003347205.1,iPHoP_db,Bacteria,Actinomycetota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,90.8,iPHoP-RF,None
4047,MGr3G3H3I_vRhyme_unbinned_101,MGr3G3H3I,RS_GCF_020329485.1,iPHoP_db,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,90.5,iPHoP-RF,None
4048,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,CRr2D2E2F__bin_94,CRr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.5,blast,iPHoP-RF;90.80
4049,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,MHr1A1B1C__bin_43,MHr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.3,blast,iPHoP-RF;91.10
4050,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,SEr3G3H3I__bin_174,SEr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,95.0,blast,iPHoP-RF;87.90
4051,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,BOr1A1B1C__bin_60,BOr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,94.8,blast,iPHoP-RF;87.30
4052,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,BOr2D2E2F__bin_46,BOr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,94.8,blast,iPHoP-RF;87.30
4053,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,SEr2D2E2F__bin_135,SEr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,94.8,blast,iPHoP-RF;87.30
4054,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,GB_GCA_003165235.1,iPHoP_db,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,91.7,blast,iPHoP-RF;56.00
4055,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,MHr3G3H3I__bin_37,MHr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,90.8,blast,None
4056,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,MHr1A1B1C__bin_28,MHr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,90.5,blast,None
4057,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,CRr2D2E2F__bin_5,CRr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,90.4,blast,None
4058,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,LABRr1A1B1C__bin_108,LABRr1A1B1C,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,90.4,blast,None
4059,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,LAWAr2D2E2F__bin_103,LAWAr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,90.3,blast,None
4060,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,MGr2D2E2F__bin_55,MGr2D2E2F,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,90.2,blast,None
4061,MGr3G3H3I_vRhyme_unbinned_102,MGr3G3H3I,CRr3G3H3I__bin_27,CRr3G3H3I,Bacteria,Desulfobacterota,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,90.1,blast,None
4062,MGr3G3H3I_vRhyme_unbinned_103,MGr3G3H3I,MGr3G3H3I__bin_156,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Bog-375,92.1,blast,iPHoP-RF;80.30
4063,MGr3G3H3I_vRhyme_unbinned_104,MGr3G3H3I,MGr1A1B1C__bin_104,MGr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,91.7,blast,iPHoP-RF;70.00
4064,MGr3G3H3I_vRhyme_unbinned_104,MGr3G3H3I,MGr3G3H3I__bin_168,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,,91.5,blast,iPHoP-RF;62.20
4065,MGr3G3H3I_vRhyme_unbinned_105,MGr3G3H3I,BAr1A1B1C__bin_10,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.4,blast,None
4066,MGr3G3H3I_vRhyme_unbinned_105,MGr3G3H3I,MGr3G3H3I__bin_55,MGr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,92.0,blast,None
4067,MGr3G3H3I_vRhyme_unbinned_105,MGr3G3H3I,SEr2D2E2F__bin_144,SEr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.9,blast,None
4068,MGr3G3H3I_vRhyme_unbinned_105,MGr3G3H3I,CRr2D2E2F__bin_75,CRr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.7,blast,iPHoP-RF;54.60
4069,MGr3G3H3I_vRhyme_unbinned_105,MGr3G3H3I,MHr3G3H3I__bin_68,MHr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,91.0,blast,None
4070,MGr3G3H3I_vRhyme_unbinned_105,MGr3G3H3I,BAr1A1B1C__bin_49,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.5,blast,None
4071,MGr3G3H3I_vRhyme_unbinned_105,MGr3G3H3I,LASYr2D2E2F__bin_31,LASYr2D2E2F,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,SbA1,Bog-209,90.5,blast,None
4072,MGr3G3H3I_vRhyme_unbinned_106,MGr3G3H3I,GB_GCA_017883345.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,94.4,iPHoP-RF,blast;91.80
4073,MGr3G3H3I_vRhyme_unbinned_106,MGr3G3H3I,GB_GCA_017883415.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JADGNR01,91.8,blast,iPHoP-RF;75.70
4074,MGr3G3H3I_vRhyme_unbinned_106,MGr3G3H3I,GB_GCA_020073615.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,JADGNR01,91.7,blast,iPHoP-RF;78.50
4075,MGr3G3H3I_vRhyme_unbinned_106,MGr3G3H3I,GB_GCA_003139735.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,BOG-224,91.0,blast,iPHoP-RF;74.60
4076,MGr3G3H3I_vRhyme_unbinned_106,MGr3G3H3I,GB_GCA_903876865.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,90.9,blast,iPHoP-RF;67.30
4077,MGr3G3H3I_vRhyme_unbinned_106,MGr3G3H3I,GB_GCA_018268835.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,Solibacter,90.1,blast,iPHoP-RF;83.90
4078,MGr3G3H3I_vRhyme_unbinned_106,MGr3G3H3I,GB_GCA_020073115.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Bryobacteraceae,BOG-224,90.0,blast,iPHoP-RF;69.10
4079,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,BAr1A1B1C__bin_85,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4080,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,BAr1A1B1C__bin_92,BAr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4081,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,CRr1A1B1C__bin_28,CRr1A1B1C,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4082,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,CRr3G3H3I__bin_102,CRr3G3H3I,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4083,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,GB_GCA_003138365.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4084,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,GB_GCA_003139795.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4085,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,GB_GCA_003140705.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4086,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,GB_GCA_003140785.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4087,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,GB_GCA_003142935.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
4088,MGr3G3H3I_vRhyme_unbinned_107,MGr3G3H3I,GB_GCA_003151435.1,iPHoP_db,Bacteria,Acidobacteriota,Terriglobia,Terriglobales,Acidobacteriaceae,Terracidiphilus,97.1,iPHoP-RF,None
